tanggal,nama_kecamatan,positif
2020-09-20,CIRACAS,723
2020-09-21,CIRACAS,731
2020-09-22,CIRACAS,739
2020-09-23,CIRACAS,766
2020-09-24,CIRACAS,771
2020-09-25,CIRACAS,795
2020-09-26,CIRACAS,822
2020-09-27,CIRACAS,848
2020-09-28,CIRACAS,905
2020-09-29,CIRACAS,919
2020-09-30,CIRACAS,933
2020-10-01,CIRACAS,959
2020-10-02,CIRACAS,970
2020-10-03,CIRACAS,994
2020-10-04,CIRACAS,1008
2020-10-05,CIRACAS,1030
2020-10-06,CIRACAS,1047
2020-10-07,CIRACAS,1082
2020-10-08,CIRACAS,1094
2020-10-09,CIRACAS,1116
2020-10-10,CIRACAS,1134
2020-10-11,CIRACAS,1155
2020-10-12,CIRACAS,1176
2020-10-13,CIRACAS,1195
2020-10-14,CIRACAS,1214
2020-10-15,CIRACAS,1233
2020-10-16,CIRACAS,1255
2020-10-17,CIRACAS,1273
2020-10-18,CIRACAS,1295
2020-10-19,CIRACAS,1310
2020-10-20,CIRACAS,1334
2020-10-21,CIRACAS,1348
2020-10-22,CIRACAS,1373
2020-10-23,CIRACAS,1392
2020-10-24,CIRACAS,1397
2020-10-25,CIRACAS,1425
2020-10-26,CIRACAS,1431
2020-10-27,CIRACAS,1440
2020-10-28,CIRACAS,1455
2020-10-29,CIRACAS,1458
2020-10-30,CIRACAS,1465
2020-10-31,CIRACAS,1489
2020-11-01,CIRACAS,1495
2020-11-02,CIRACAS,1507
2020-11-03,CIRACAS,1523
2020-11-04,CIRACAS,1561
2020-11-05,CIRACAS,1575
2020-11-06,CIRACAS,1588
2020-11-07,CIRACAS,1611
2020-11-08,CIRACAS,1623
2020-11-09,CIRACAS,1642
2020-11-10,CIRACAS,1655
2020-11-11,CIRACAS,1677
2020-11-12,CIRACAS,1691
2020-11-13,CIRACAS,1719
2020-11-14,CIRACAS,1737
2020-11-15,CIRACAS,1770
2020-11-16,CIRACAS,1792
2020-11-17,CIRACAS,1799
2020-11-18,CIRACAS,1829
2020-11-19,CIRACAS,1848
2020-11-20,CIRACAS,1893
2020-11-21,CIRACAS,1926
2020-11-22,CIRACAS,1939
2020-11-23,CIRACAS,1948
2020-11-24,CIRACAS,1969
2020-11-25,CIRACAS,2002
2020-11-26,CIRACAS,2025
2020-11-27,CIRACAS,2055
2020-11-28,CIRACAS,2099
2020-11-29,CIRACAS,2135
2020-11-30,CIRACAS,2147
2020-03-25,DUREN SAWIT,11
2020-03-26,DUREN SAWIT,13
2020-03-27,DUREN SAWIT,14
2020-03-28,DUREN SAWIT,16
2020-03-29,DUREN SAWIT,17
2020-03-30,DUREN SAWIT,19
2020-03-31,DUREN SAWIT,26
2020-04-01,DUREN SAWIT,29
2020-04-02,DUREN SAWIT,30
2020-04-03,DUREN SAWIT,34
2020-04-04,DUREN SAWIT,35
2020-04-05,DUREN SAWIT,46
2020-04-06,DUREN SAWIT,48
2020-04-07,DUREN SAWIT,48
2020-04-08,DUREN SAWIT,52
2020-04-09,DUREN SAWIT,61
2020-04-10,DUREN SAWIT,61
2020-04-11,DUREN SAWIT,65
2020-04-12,DUREN SAWIT,67
2020-04-13,DUREN SAWIT,68
2020-04-14,DUREN SAWIT,71
2020-04-15,DUREN SAWIT,74
2020-04-16,DUREN SAWIT,80
2020-04-17,DUREN SAWIT,82
2020-04-18,DUREN SAWIT,87
2020-04-19,DUREN SAWIT,91
2020-04-20,DUREN SAWIT,95
2020-04-21,DUREN SAWIT,100
2020-04-22,DUREN SAWIT,112
2020-04-23,DUREN SAWIT,117
2020-04-24,DUREN SAWIT,119
2020-04-25,DUREN SAWIT,120
2020-04-26,DUREN SAWIT,125
2020-04-27,DUREN SAWIT,126
2020-04-28,DUREN SAWIT,129
2020-04-29,DUREN SAWIT,133
2020-04-30,DUREN SAWIT,135
2020-05-01,DUREN SAWIT,141
2020-05-02,DUREN SAWIT,142
2020-05-03,DUREN SAWIT,148
2020-05-04,DUREN SAWIT,153
2020-05-05,DUREN SAWIT,153
2020-05-06,DUREN SAWIT,154
2020-05-07,DUREN SAWIT,153
2020-05-08,DUREN SAWIT,153
2020-05-09,DUREN SAWIT,158
2020-05-10,DUREN SAWIT,162
2020-05-11,DUREN SAWIT,163
2020-05-12,DUREN SAWIT,172
2020-05-13,DUREN SAWIT,175
2020-05-14,DUREN SAWIT,186
2020-05-15,DUREN SAWIT,188
2020-05-16,DUREN SAWIT,195
2020-05-17,DUREN SAWIT,197
2020-05-18,DUREN SAWIT,223
2020-05-19,DUREN SAWIT,224
2020-05-20,DUREN SAWIT,231
2020-05-21,DUREN SAWIT,234
2020-05-22,DUREN SAWIT,236
2020-05-23,DUREN SAWIT,241
2020-05-24,DUREN SAWIT,242
2020-05-25,DUREN SAWIT,243
2020-05-26,DUREN SAWIT,243
2020-05-27,DUREN SAWIT,246
2020-05-28,DUREN SAWIT,247
2020-05-29,DUREN SAWIT,247
2020-05-30,DUREN SAWIT,251
2020-05-31,DUREN SAWIT,252
2020-06-01,DUREN SAWIT,255
2020-06-02,DUREN SAWIT,265
2020-06-03,DUREN SAWIT,269
2020-06-04,DUREN SAWIT,279
2020-06-05,DUREN SAWIT,277
2020-06-06,DUREN SAWIT,278
2020-06-07,DUREN SAWIT,279
2020-06-08,DUREN SAWIT,282
2020-06-09,DUREN SAWIT,281
2020-06-10,DUREN SAWIT,285
2020-06-11,DUREN SAWIT,291
2020-06-12,DUREN SAWIT,293
2020-06-13,DUREN SAWIT,304
2020-06-14,DUREN SAWIT,304
2020-06-15,DUREN SAWIT,304
2020-06-16,DUREN SAWIT,305
2020-06-17,DUREN SAWIT,307
2020-06-18,DUREN SAWIT,309
2020-06-19,DUREN SAWIT,313
2020-06-20,DUREN SAWIT,315
2020-06-21,DUREN SAWIT,315
2020-06-22,DUREN SAWIT,315
2020-06-23,DUREN SAWIT,316
2020-06-24,DUREN SAWIT,321
2020-06-25,DUREN SAWIT,323
2020-06-26,DUREN SAWIT,335
2020-06-27,DUREN SAWIT,336
2020-06-28,DUREN SAWIT,337
2020-06-29,DUREN SAWIT,338
2020-06-30,DUREN SAWIT,341
2020-07-01,DUREN SAWIT,345
2020-07-02,DUREN SAWIT,349
2020-07-03,DUREN SAWIT,349
2020-07-04,DUREN SAWIT,354
2020-07-05,DUREN SAWIT,356
2020-07-06,DUREN SAWIT,358
2020-07-07,DUREN SAWIT,360
2020-07-08,DUREN SAWIT,360
2020-07-09,DUREN SAWIT,366
2020-07-10,DUREN SAWIT,368
2020-07-11,DUREN SAWIT,368
2020-07-12,DUREN SAWIT,371
2020-07-13,DUREN SAWIT,381
2020-07-14,DUREN SAWIT,403
2020-07-15,DUREN SAWIT,412
2020-07-16,DUREN SAWIT,415
2020-07-17,DUREN SAWIT,423
2020-07-18,DUREN SAWIT,426
2020-07-19,DUREN SAWIT,432
2020-07-20,DUREN SAWIT,452
2020-07-21,DUREN SAWIT,453
2020-07-22,DUREN SAWIT,456
2020-07-23,DUREN SAWIT,459
2020-07-24,DUREN SAWIT,461
2020-07-25,DUREN SAWIT,463
2020-07-26,DUREN SAWIT,463
2020-07-27,DUREN SAWIT,464
2020-07-28,DUREN SAWIT,465
2020-07-29,DUREN SAWIT,493
2020-07-30,DUREN SAWIT,501
2020-07-31,DUREN SAWIT,493
2020-08-01,DUREN SAWIT,490
2020-08-02,DUREN SAWIT,488
2020-08-03,DUREN SAWIT,487
2020-08-04,DUREN SAWIT,487
2020-08-05,DUREN SAWIT,488
2020-08-06,DUREN SAWIT,490
2020-08-07,DUREN SAWIT,494
2020-08-08,DUREN SAWIT,498
2020-08-09,DUREN SAWIT,503
2020-08-10,DUREN SAWIT,509
2020-08-11,DUREN SAWIT,517
2020-08-12,DUREN SAWIT,525
2020-08-13,DUREN SAWIT,534
2020-08-14,DUREN SAWIT,544
2020-08-15,DUREN SAWIT,555
2020-08-16,DUREN SAWIT,567
2020-08-17,DUREN SAWIT,580
2020-08-18,DUREN SAWIT,594
2020-08-19,DUREN SAWIT,609
2020-08-20,DUREN SAWIT,625
2020-08-21,DUREN SAWIT,641
2020-08-22,DUREN SAWIT,659
2020-08-23,DUREN SAWIT,677
2020-08-24,DUREN SAWIT,696
2020-08-25,DUREN SAWIT,716
2020-08-26,DUREN SAWIT,737
2020-08-27,DUREN SAWIT,759
2020-08-28,DUREN SAWIT,781
2020-08-29,DUREN SAWIT,805
2020-08-30,DUREN SAWIT,829
2020-08-31,DUREN SAWIT,854
2020-09-01,DUREN SAWIT,880
2020-09-02,DUREN SAWIT,948
2020-09-03,DUREN SAWIT,956
2020-09-04,DUREN SAWIT,971
2020-09-05,DUREN SAWIT,981
2020-09-06,DUREN SAWIT,1014
2020-09-07,DUREN SAWIT,1044
2020-09-08,DUREN SAWIT,1069
2020-09-09,DUREN SAWIT,1099
2020-09-10,DUREN SAWIT,1126
2020-09-11,DUREN SAWIT,1189
2020-09-12,DUREN SAWIT,1218
2020-09-13,DUREN SAWIT,1255
2020-09-14,DUREN SAWIT,1278
2020-09-15,DUREN SAWIT,1304
2020-09-16,DUREN SAWIT,1324
2020-09-17,DUREN SAWIT,1362
2020-09-18,DUREN SAWIT,1425
2020-09-19,DUREN SAWIT,1443
2020-09-20,DUREN SAWIT,1481
2020-09-21,DUREN SAWIT,1500
2020-09-22,DUREN SAWIT,1510
2020-09-23,DUREN SAWIT,1553
2020-09-24,DUREN SAWIT,1584
2020-09-25,DUREN SAWIT,1650
2020-09-26,DUREN SAWIT,1667
2020-09-27,DUREN SAWIT,1710
2020-09-28,DUREN SAWIT,1754
2020-09-29,DUREN SAWIT,1791
2020-09-30,DUREN SAWIT,1811
2020-10-01,DUREN SAWIT,1878
2020-10-02,DUREN SAWIT,1898
2020-10-03,DUREN SAWIT,1936
2020-10-04,DUREN SAWIT,1958
2020-10-05,DUREN SAWIT,1988
2020-10-06,DUREN SAWIT,2007
2020-10-07,DUREN SAWIT,2054
2020-10-08,DUREN SAWIT,2087
2020-10-09,DUREN SAWIT,2119
2020-10-10,DUREN SAWIT,2152
2020-10-11,DUREN SAWIT,2188
2020-10-12,DUREN SAWIT,2224
2020-10-13,DUREN SAWIT,2245
2020-10-14,DUREN SAWIT,2274
2020-10-15,DUREN SAWIT,2292
2020-10-16,DUREN SAWIT,2328
2020-10-17,DUREN SAWIT,2346
2020-10-18,DUREN SAWIT,2361
2020-10-19,DUREN SAWIT,2391
2020-10-20,DUREN SAWIT,2411
2020-10-21,DUREN SAWIT,2423
2020-10-22,DUREN SAWIT,2436
2020-10-23,DUREN SAWIT,2480
2020-10-24,DUREN SAWIT,2496
2020-10-25,DUREN SAWIT,2557
2020-10-26,DUREN SAWIT,2578
2020-10-27,DUREN SAWIT,2603
2020-10-28,DUREN SAWIT,2632
2020-10-29,DUREN SAWIT,2650
2020-10-30,DUREN SAWIT,2663
2020-10-31,DUREN SAWIT,2715
2020-11-01,DUREN SAWIT,2742
2020-11-02,DUREN SAWIT,2753
2020-11-03,DUREN SAWIT,2771
2020-11-04,DUREN SAWIT,2803
2020-11-05,DUREN SAWIT,2822
2020-11-06,DUREN SAWIT,2848
2020-11-07,DUREN SAWIT,2872
2020-11-08,DUREN SAWIT,2902
2020-11-09,DUREN SAWIT,2932
2020-11-10,DUREN SAWIT,2975
2020-11-11,DUREN SAWIT,2990
2020-11-12,DUREN SAWIT,3008
2020-11-13,DUREN SAWIT,3048
2020-11-14,DUREN SAWIT,3087
2020-11-15,DUREN SAWIT,3127
2020-11-16,DUREN SAWIT,3143
2020-11-17,DUREN SAWIT,3201
2020-11-18,DUREN SAWIT,3235
2020-11-19,DUREN SAWIT,3265
2020-11-20,DUREN SAWIT,3317
2020-11-21,DUREN SAWIT,3364
2020-11-22,DUREN SAWIT,3400
2020-11-23,DUREN SAWIT,3412
2020-11-24,DUREN SAWIT,3449
2020-11-25,DUREN SAWIT,3508
2020-11-26,DUREN SAWIT,3536
2020-11-27,DUREN SAWIT,3587
2020-11-28,DUREN SAWIT,3641
2020-11-29,DUREN SAWIT,3697
2020-11-30,DUREN SAWIT,3719
2020-03-25,JATINEGARA,2
2020-03-26,JATINEGARA,5
2020-03-27,JATINEGARA,6
2020-03-28,JATINEGARA,7
2020-03-29,JATINEGARA,9
2020-03-30,JATINEGARA,9
2020-03-31,JATINEGARA,11
2020-04-01,JATINEGARA,12
2020-04-02,JATINEGARA,12
2020-04-03,JATINEGARA,13
2020-04-04,JATINEGARA,16
2020-04-05,JATINEGARA,18
2020-04-06,JATINEGARA,22
2020-04-07,JATINEGARA,24
2020-04-08,JATINEGARA,26
2020-04-09,JATINEGARA,26
2020-04-10,JATINEGARA,28
2020-04-11,JATINEGARA,30
2020-04-12,JATINEGARA,32
2020-04-13,JATINEGARA,41
2020-04-14,JATINEGARA,45
2020-04-15,JATINEGARA,44
2020-04-16,JATINEGARA,45
2020-04-17,JATINEGARA,46
2020-04-18,JATINEGARA,47
2020-04-19,JATINEGARA,50
2020-04-20,JATINEGARA,53
2020-04-21,JATINEGARA,56
2020-04-22,JATINEGARA,58
2020-04-23,JATINEGARA,61
2020-04-24,JATINEGARA,67
2020-04-25,JATINEGARA,66
2020-04-26,JATINEGARA,68
2020-04-27,JATINEGARA,70
2020-04-28,JATINEGARA,71
2020-04-29,JATINEGARA,70
2020-04-30,JATINEGARA,72
2020-05-01,JATINEGARA,75
2020-05-02,JATINEGARA,79
2020-05-03,JATINEGARA,81
2020-05-04,JATINEGARA,83
2020-05-05,JATINEGARA,83
2020-05-06,JATINEGARA,84
2020-05-07,JATINEGARA,87
2020-05-08,JATINEGARA,91
2020-05-09,JATINEGARA,93
2020-05-10,JATINEGARA,104
2020-05-11,JATINEGARA,104
2020-05-12,JATINEGARA,108
2020-05-13,JATINEGARA,111
2020-05-14,JATINEGARA,114
2020-05-15,JATINEGARA,113
2020-05-16,JATINEGARA,120
2020-05-17,JATINEGARA,123
2020-05-18,JATINEGARA,125
2020-05-19,JATINEGARA,125
2020-05-20,JATINEGARA,129
2020-05-21,JATINEGARA,131
2020-05-22,JATINEGARA,131
2020-05-23,JATINEGARA,132
2020-05-24,JATINEGARA,132
2020-05-25,JATINEGARA,132
2020-05-26,JATINEGARA,136
2020-05-27,JATINEGARA,142
2020-05-28,JATINEGARA,142
2020-05-29,JATINEGARA,145
2020-05-30,JATINEGARA,146
2020-05-31,JATINEGARA,147
2020-06-01,JATINEGARA,148
2020-06-02,JATINEGARA,150
2020-06-03,JATINEGARA,150
2020-06-04,JATINEGARA,145
2020-06-05,JATINEGARA,148
2020-06-06,JATINEGARA,149
2020-06-07,JATINEGARA,164
2020-06-08,JATINEGARA,164
2020-06-09,JATINEGARA,162
2020-06-10,JATINEGARA,161
2020-06-11,JATINEGARA,167
2020-06-12,JATINEGARA,172
2020-06-13,JATINEGARA,173
2020-06-14,JATINEGARA,174
2020-06-15,JATINEGARA,176
2020-06-16,JATINEGARA,178
2020-06-17,JATINEGARA,183
2020-06-18,JATINEGARA,185
2020-06-19,JATINEGARA,188
2020-06-20,JATINEGARA,188
2020-06-21,JATINEGARA,188
2020-06-22,JATINEGARA,192
2020-06-23,JATINEGARA,202
2020-06-24,JATINEGARA,202
2020-06-25,JATINEGARA,202
2020-06-26,JATINEGARA,203
2020-06-27,JATINEGARA,204
2020-06-28,JATINEGARA,204
2020-06-29,JATINEGARA,205
2020-06-30,JATINEGARA,207
2020-07-01,JATINEGARA,208
2020-07-02,JATINEGARA,209
2020-07-03,JATINEGARA,217
2020-07-04,JATINEGARA,222
2020-07-05,JATINEGARA,222
2020-07-06,JATINEGARA,222
2020-07-07,JATINEGARA,225
2020-07-08,JATINEGARA,232
2020-07-09,JATINEGARA,232
2020-07-10,JATINEGARA,233
2020-07-11,JATINEGARA,234
2020-07-12,JATINEGARA,236
2020-07-13,JATINEGARA,240
2020-07-14,JATINEGARA,244
2020-07-15,JATINEGARA,253
2020-07-16,JATINEGARA,253
2020-07-17,JATINEGARA,263
2020-07-18,JATINEGARA,266
2020-07-19,JATINEGARA,276
2020-07-20,JATINEGARA,281
2020-07-21,JATINEGARA,291
2020-07-22,JATINEGARA,297
2020-07-23,JATINEGARA,301
2020-07-24,JATINEGARA,304
2020-07-25,JATINEGARA,310
2020-07-26,JATINEGARA,310
2020-07-27,JATINEGARA,314
2020-07-28,JATINEGARA,315
2020-07-29,JATINEGARA,317
2020-07-30,JATINEGARA,322
2020-07-31,JATINEGARA,317
2020-08-01,JATINEGARA,321
2020-08-02,JATINEGARA,326
2020-08-03,JATINEGARA,331
2020-08-04,JATINEGARA,336
2020-08-05,JATINEGARA,341
2020-08-06,JATINEGARA,347
2020-08-07,JATINEGARA,352
2020-08-08,JATINEGARA,358
2020-08-09,JATINEGARA,364
2020-08-10,JATINEGARA,370
2020-08-11,JATINEGARA,376
2020-08-12,JATINEGARA,382
2020-08-13,JATINEGARA,389
2020-08-14,JATINEGARA,395
2020-08-15,JATINEGARA,402
2020-08-16,JATINEGARA,408
2020-08-17,JATINEGARA,415
2020-08-18,JATINEGARA,422
2020-08-19,JATINEGARA,430
2020-08-20,JATINEGARA,437
2020-08-21,JATINEGARA,444
2020-08-22,JATINEGARA,452
2020-08-23,JATINEGARA,459
2020-08-24,JATINEGARA,467
2020-08-25,JATINEGARA,475
2020-08-26,JATINEGARA,482
2020-08-27,JATINEGARA,490
2020-08-28,JATINEGARA,498
2020-08-29,JATINEGARA,507
2020-08-30,JATINEGARA,515
2020-08-31,JATINEGARA,523
2020-09-01,JATINEGARA,532
2020-09-02,JATINEGARA,541
2020-09-03,JATINEGARA,546
2020-09-04,JATINEGARA,564
2020-09-05,JATINEGARA,613
2020-09-06,JATINEGARA,622
2020-09-07,JATINEGARA,643
2020-09-08,JATINEGARA,609
2020-09-09,JATINEGARA,630
2020-09-10,JATINEGARA,652
2020-09-11,JATINEGARA,698
2020-09-12,JATINEGARA,733
2020-09-13,JATINEGARA,783
2020-09-14,JATINEGARA,751
2020-09-15,JATINEGARA,755
2020-09-16,JATINEGARA,802
2020-09-17,JATINEGARA,819
2020-09-18,JATINEGARA,855
2020-09-19,JATINEGARA,875
2020-09-20,JATINEGARA,920
2020-09-21,JATINEGARA,927
2020-09-22,JATINEGARA,931
2020-09-23,JATINEGARA,983
2020-09-24,JATINEGARA,1000
2020-09-25,JATINEGARA,1042
2020-09-26,JATINEGARA,1077
2020-09-27,JATINEGARA,1105
2020-09-28,JATINEGARA,1118
2020-09-29,JATINEGARA,1157
2020-09-30,JATINEGARA,1177
2020-10-01,JATINEGARA,1198
2020-10-02,JATINEGARA,1204
2020-10-03,JATINEGARA,1222
2020-10-04,JATINEGARA,1243
2020-10-05,JATINEGARA,1259
2020-10-06,JATINEGARA,1276
2020-10-07,JATINEGARA,1293
2020-10-08,JATINEGARA,1327
2020-10-09,JATINEGARA,1352
2020-10-10,JATINEGARA,1383
2020-10-11,JATINEGARA,1425
2020-10-12,JATINEGARA,1437
2020-10-13,JATINEGARA,1453
2020-10-14,JATINEGARA,1481
2020-10-15,JATINEGARA,1497
2020-10-16,JATINEGARA,1515
2020-10-17,JATINEGARA,1554
2020-10-18,JATINEGARA,1577
2020-10-19,JATINEGARA,1587
2020-10-20,JATINEGARA,1595
2020-10-21,JATINEGARA,1703
2020-10-22,JATINEGARA,1757
2020-10-23,JATINEGARA,1768
2020-10-24,JATINEGARA,1784
2020-10-25,JATINEGARA,1869
2020-10-26,JATINEGARA,1883
2020-10-27,JATINEGARA,1890
2020-10-28,JATINEGARA,1910
2020-10-29,JATINEGARA,1962
2020-10-30,JATINEGARA,1975
2020-10-31,JATINEGARA,1990
2020-11-01,JATINEGARA,2007
2020-11-02,JATINEGARA,2019
2020-11-03,JATINEGARA,2038
2020-11-04,JATINEGARA,2078
2020-11-05,JATINEGARA,2112
2020-11-06,JATINEGARA,2184
2020-11-07,JATINEGARA,2219
2020-11-08,JATINEGARA,2251
2020-11-09,JATINEGARA,2264
2020-11-10,JATINEGARA,2289
2020-11-11,JATINEGARA,2324
2020-11-12,JATINEGARA,2353
2020-11-13,JATINEGARA,2390
2020-11-14,JATINEGARA,2404
2020-11-15,JATINEGARA,2447
2020-11-16,JATINEGARA,2465
2020-11-17,JATINEGARA,2520
2020-11-18,JATINEGARA,2559
2020-11-19,JATINEGARA,2573
2020-11-20,JATINEGARA,2619
2020-11-21,JATINEGARA,2672
2020-11-22,JATINEGARA,2707
2020-11-23,JATINEGARA,2725
2020-11-24,JATINEGARA,2739
2020-11-25,JATINEGARA,2786
2020-11-26,JATINEGARA,2814
2020-11-27,JATINEGARA,2856
2020-11-28,JATINEGARA,2865
2020-11-29,JATINEGARA,2888
2020-11-30,JATINEGARA,2930
2020-03-25,KRAMAT JATI,7
2020-03-26,KRAMAT JATI,10
2020-03-27,KRAMAT JATI,10
2020-03-28,KRAMAT JATI,11
2020-03-29,KRAMAT JATI,11
2020-03-30,KRAMAT JATI,12
2020-03-31,KRAMAT JATI,15
2020-04-01,KRAMAT JATI,15
2020-04-02,KRAMAT JATI,15
2020-04-03,KRAMAT JATI,15
2020-04-04,KRAMAT JATI,16
2020-04-05,KRAMAT JATI,17
2020-04-06,KRAMAT JATI,16
2020-04-07,KRAMAT JATI,17
2020-04-08,KRAMAT JATI,17
2020-04-09,KRAMAT JATI,20
2020-04-10,KRAMAT JATI,27
2020-04-11,KRAMAT JATI,30
2020-04-12,KRAMAT JATI,31
2020-04-13,KRAMAT JATI,33
2020-04-14,KRAMAT JATI,40
